영문공항명,한글공항,공항코드1(IATA),공항코드2(ICAO),지역,영문국가명,한글국가명,영문도시명,한글도시명
Gunungsitoli Binaka Airport,비나카 공항,GNS,WIMB,아시아태평양,Indonesia,인도네시아,Gunungsitoli,구눙시톨리
Gurayat Airport,구라얏 국내선 공항,URY,OEGT,중동,Saudi Arabia,사우디아라비아,Gurayat,구라얏
Guriel Airport,구리엘 공항,GUO,HCGU,아프리카,Somalia,소말리아,Guriel,구리엘
Gusau Airstrip,구사우 비행장,QUS,DNGU,아프리카,Nigeria,나이지리아,Gusau,구사우
Gustavo Rizo Airport,구스타보 리조 공항,BCA,MUBA,카리브해,Cuba,쿠바,Baracoa,바라코아
Gustavus Airport,구스타프 공항,GST,PAGS,북아메리카,United States of America,미국,Gustavus,구스타프
Guwahati Lokpriya Gopinath Bordoloi Airport,록프리야 고피나트 보르돌로이 국제공항,GAU,VEGT,아시아태평양,India,인도,Guwahati,구와하티
Guyuan Liupanshan Airport,구위안 류판산 공항,GYU,ZLGY,아시아태평양,China,중국,Guyuan,구위안
Gwadar Airport,과다르 공항,n/a,n/a,아시아태평양,Pakistan,파키스탄,Gwadar,과다르
Gwalior Airport,괄리오르 공항,GWL,VIGR,아시아태평양,India,인도,Gwalior,괄리오르
Gwangju Airport,광주공항,KWJ,RKJJ,아시아태평양,South Korea,대한민국,Gwangju,광주
Gwinnett County Airport,귀넷 카운티 공항,LZU,KLZU,북아메리카,United States of America,미국,Lawrenceville,로렌스빌
Gyumri Shirak International Airport,시락 공항,LWN,UDSG,유럽,Armenia,아르메니아,Gyumri,규므리
Gy흷r-Per Airport,죄르페르 공항,QGY,LHPR,유럽,Hungary,헝가리,Gyor,죄르
Ha'apai Airport,리푸카 아일랜드 공항,HPA,NFTL,아시아태평양,Tonga,통가,Ha'Apai,하아파이
Hachijo Jima Airport,하치조지마 공항,HAC,RJTH,아시아태평양,Japan,일본,Hachijo jima,하치조지마
Hagerstown Regional Airport,헤이거즈타운 지역공항,HGR,KHGR,북아메리카,United States of America,미국,Hagerstown,헤이거즈타운
Hagfors Airport,하그포르스 공항,HFS,ESOH,유럽,Sweden,스웨덴,Hagfors,하그포르스
Hai Phong Cat Bi Airport,깟비 국제공항,HPH,VVCI,아시아태평양,Vietnam,베트남,Haiphong,하이퐁
Haibei Qilian Airport,치롄 공항,HBQ,n/a,아시아태평양,China,중국,Qilian,치롄
Haifa Airport,하이파 공항,HFA,LLHA,중동,Israel,이스라엘,Haifa,하이파
Haikou Hainan Meilan International Airport,하이커우 메이란 국제공항,HAK,ZJHK,아시아태평양,China,중국,Haikou,하이커우
Hail Airport,하일 공항,HAS,OEHL,중동,Saudi Arabia,사우디아라비아,Hail,하일
Haines Municipal Airport,하인즈 공항,HNS,PAHN,북아메리카,United States of America,미국,Haines,해인즈
Haixi Mangya Airport,화투구 공항,HTT,ZLHX,아시아태평양,China,중국,Huatugou,화투거우
Hakkari Selahaddin Eyyubi Saladin Airport,학카리 윅세코바 공항,YKO,LTCW,중동,Turkiye,터키,Hakkari,학카리
Hakodate Airport,하코다테 공항,HKD,RJCH,아시아태평양,Japan,일본,Hakodate,하코다테
HAL Bangalore International Airport,HAL 방갈로르 국제공항,n/a,VOBG,아시아태평양,India,인도,Bangalore,벵갈루루
Halifax Stanfield International Airport,핼리팩스 스탠 필드 국제공항,YHZ,CYHZ,북아메리카,Canada,캐나다,Halifax,핼리팩스
Hall Beach Airport,홀 비치 공항,YUX,CYUX,북아메리카,Canada,캐나다,Hall Beach,홀비치
Halls Creek Airport,홀스 크릭 공항,HCQ,YHLC,아시아태평양,Australia,오스트레일리아,Halls Creek,홀스크리크
Halmstad City Airport,할름스타드 공항,HAD,ESMT,유럽,Sweden,스웨덴,Halmstad,할름스타드
Hamadan Airport,하마단 공항,HDM,OIHH,중동,Iran,이란,Hamadan,하마단
Hamburg Airport Helmut Schmidt,함부르크 공항,HAM,EDDH,유럽,Germany,독일,Hamburg,함부르크
Hamburg Finkenwerder Airport,함부르크 핀켄베르더 공항,XFW,EDHI,유럽,Germany,독일,Hamburg,함부르크
Hamburg Lubeck Blankensee Airport,뤼베크 공항,LBC,EDHL,유럽,Germany,독일,Lbeck,뤼베크
Hami Airport,하미 공항,HMI,ZWHM,아시아태평양,China,중국,Hami,하미
Hamilton Airport,해밀턴 공항,HLT,YHML,아시아태평양,Australia,오스트레일리아,Hamilton,해밀턴
Hamilton International Airport,해밀턴 공항,HLZ,NZHN,아시아태평양,New Zealand,뉴질랜드,Hamilton,해밀턴
Hamilton Island Airport,해밀턴 아일랜드 공항,HTI,YBHM,아시아태평양,Australia,오스트레일리아,Hamilton Island,해밀턴섬
Hammerfest Airport,함메르페스트 공항,HFT,ENHF,유럽,Norway,노르웨이,Hammerfest,함메르페스트
Hana Airport,하나공항,HNM,PHHN,북아메리카,United States of America,미국,Hana,하나
Hanamaki Airport,하나마키 공항,HNA,RJSI,아시아태평양,Japan,일본,Hanamaki,하나마키
Hancock County-Bar Harbor Airport,핸콕 카운티 바 하버 공항,BHB,KBHB,북아메리카,United States of America,미국,Bar Harbor,바하버
Hancock Houghton County Memorial Airport,휴튼 카운티 메모리얼 공항,CMX,KCMX,북아메리카,United States of America,미국,Hancock,핸콕
Handan Airport,한단공항,HDG,ZBHD,아시아태평양,China,중국,Handan,한단
Hangzhou Xiaoshan International Airport,항저우 샤오산 국제공항,HGH,ZSHC,아시아태평양,China,중국,Hangzhou,항저우
Hanimaadhoo Airport,하니마두 국제공항,HAQ,VRMH,아시아태평양,Maldives,몰디브,Hanimaadhoo,하니마두
Hannover Airport,하노버 공항,HAJ,EDDV,유럽,Germany,독일,Hanover,하노버
Hanoi Gia Lam Airport,하노이 지아람 공항,n/a,VVGL,아시아태평양,Vietnam,베트남,Hanoi,하노이
Hanoi Noi Bai Airport,노이바이 국제공항,HAN,VVNB,아시아태평양,Vietnam,베트남,Hanoi,하노이
Hanscom Field,로렌스 지 핸스컴 필드,BED,KBED,북아메리카,United States of America,미국,Bedford,베드퍼드
Hanzhong Chenggu Airport,한중 청구 공항,HZG,ZLHZ,아시아태평양,China,중국,Hanzhong,한중
Hao Island Airport,하오 공항,HOI,NTTO,아시아태평양,French Polynesia,프랑스령 폴리네시아,Hao,하오
Harare Robert Gabriel Mugabe International Airport,하라레 국제공항,HRE,FVHA,아프리카,Zimbabwe,짐바브웨,Harare,하라레
Harbin Taiping International Airport,하얼빈 타이핑 국제공항,HRB,ZYHB,아시아태평양,China,중국,Harbin,하얼빈
Hargeisa Egal International Airport,하르게이사 국제공항,HGA,HCMH,아프리카,Somalia,소말리아,Hargeisa,하르게이사
Harlingen Valley International Airport,밸리 국제공항,HRL,KHRL,북아메리카,United States of America,미국,Harlingen,할린전
Harrisburg Capital City Airport,캐피털 시티 공항,HAR,KCXY,북아메리카,United States of America,미국,Harrisburg,해리스버그
Harrisburg International Airport,해리스버그 국제공항,MDT,KMDT,북아메리카,United States of America,미국,Harrisburg,해리스버그
Harstad-Narvik Evenes Airport,하르스타드 나르비크 에베네스 공항,EVE,ENEV,유럽,Norway,노르웨이,Harstad-Narvik,하르스타나르비크
Hartford Bradley International Airport,브래들리 국제공항,BDL,KBDL,북아메리카,United States of America,미국,Windsor Locks,윈저록스
Hartford Brainard Airport,하트퍼드 브레이너드 공항,HFD,KHFD,북아메리카,United States of America,미국,Hartford,하트퍼드
Hassi Messaoud Oued Irara Airport,우에드 이라라 크림 벨카젬 공항,HME,DAUH,아프리카,Algeria,알제리,Hassi Messaoud,하시메사우드
Hassi R'Mel Airport,하시르멜 공항,HRM,DAFH,아프리카,Algeria,알제리,Hassi R'Mel,하시르멜
Hasvik Airport,하스비크 공항,HAA,ENHK,유럽,Norway,노르웨이,Hasvik,하스비크
Hat Yai International Airport,핫야이 국제공항,HDY,VTSS,아시아태평양,Thailand,태국,Hat Yai,핫야이
Hatay Airport,하타이 공항,HTY,LTDA,중동,Turkiye,터키,Hatay,하타이
Hattiesburg-Laurel Regional Airport,해티즈버그 로렐 공항,PIB,KPIB,북아메리카,United States of America,미국,Laurel,로럴
Haugesund Airport,카모이 공항,HAU,ENHD,유럽,Norway,노르웨이,Haugesund,헤우게순
Havana Jose Marti International Airport,호세 마르티 국제공항,HAV,MUHA,카리브해,Cuba,쿠바,Havana,아바나
Havana Playa Baracoa Airport,플라야 바라코아 공항,UPB,n/a,카리브해,Cuba,쿠바,Havana,아바나
Havasupai Airport,하바수파이 공항,HAE,n/a,북아메리카,United States of America,미국,Havasupai,하바수파이
Havre City County Airport,하브르 시티 카운티 공항,HVR,KHVR,북아메리카,United States of America,미국,Havre,하브르
Havre St. Pierre Havre Saint Pierre Airport,아브르 생 피에르 공항,YGV,CYGV,북아메리카,Canada,캐나다,Havre-Saint-Pierre,아브르생피에르
Hay River Airport,헤이 리버/멀린 카터 공항,YHY,CYHY,북아메리카,Canada,캐나다,Hay River,헤이리버
Hays Regional Airport,헤이스 공항,HYS,KHYS,북아메리카,United States of America,미국,Hays,헤이스
Hayward Executive Airport,헤이워드 이그제큐티브 공항,HWD,KHWD,북아메리카,United States of America,미국,Hayward,헤이워드
Healy Lake Airport,힐리 레이크 공항,HKB,n/a,북아메리카,United States of America,미국,Healy Lake,힐리레이크
Hechi Jinchengjiang Airport,허치 진청장 공항,HCJ,ZGHC,아시아태평양,China,중국,Hechi,허치
Hefei Xinqiao International Airport,허페이 신차오 국제공항,HFE,ZSOF,아시아태평양,China,중국,Hefei,허페이
Heho Airport,헤호 공항,HEH,VYHH,아시아태평양,Myanmar,미얀마,Heho,헤호
Heihe Aihui Airport,헤이허 공항,HEK,ZYHE,아시아태평양,China,중국,Heihe,헤이허
Hejing Bayinbuluke Airport,허징 바인불루케 공항,HJB,n/a,아시아태평양,China,중국,Hejing,허징
Helena Regional Airport,헬레나 공항,HLN,KHLN,북아메리카,United States of America,미국,Helena,헬레나
Heligoland Duene Airport,헬리고랜드 비행장,HGL,EDXH,유럽,Germany,독일,Heligoland,헬리골란트
Helsinki-Malmi Airport,헬싱키 말미 공항,HEM,EFHF,유럽,Finland,핀란드,Helsinki,헬싱키
Helsinki-Vantaa Airport,헬싱키 공항,HEL,EFHK,유럽,Finland,핀란드,Helsinki,헬싱키
Hemavan Airport,히마밴 공항,HMV,ESUT,유럽,Sweden,스웨덴,Hemavan,히마반
Hendorabi Island Airport,헨도라비 섬 공항,n/a,n/a,중동,Iran,이란,Hendorabi Island,헨도라비섬
Hengchun Airport,헝춘 공항,HCN,RCKW,아시아태평양,Taiwan,대만,Hengchun,헝춘
Hengyang Nanyue Airport,헝양 난웨 공항,HNY,ZGHY,아시아태평양,China,중국,Hengyang,헝양
Henry Leon Wilson Airport,솔트 케이 공항,SLX,MBSY,카리브해,Turks and Caicos Islands,터크스케이커스 제도,Salt Cay,솔트 케이
Heraklion Nikos Kazantzakis Airport,이라클리온 국제공항,HER,LGIR,유럽,Greece,그리스,Heraklion,헤라클리온
Herat Airport,헤라트 국제공항,HEA,OAHR,아시아태평양,Afghanistan,아프가니스탄,Herat,헤라트
Heringsdorf Airport,헤링스도르프 공항,HDF,EDAH,유럽,Germany,독일,Heringsdorf,헤링스도르프
Heritage Field Airport,헤리티지 필드,PTW,KPTW,북아메리카,United States of America,미국,Pottstown,포츠타운
Hermosillo Pesqueira Garcia Airport,제너럴 이그나시오 페스케이라 가르시아 국제공항,HMO,MMHO,라틴아메리카,Mexico,멕시코,Hermosillo,에르모시요
Hervey Bay Airport,허비 베이 공항,HVB,YHBA,아시아태평양,Australia,오스트레일리아,Hervey Bay,허비베이
Heze Mudan Airport,허쩌 무단 공항,HZA,ZSHZ,아시아태평양,China,중국,Heze,허쩌
High Level Footner Lake Airport,하이 레벨 공항,YOJ,CYOJ,북아메리카,Canada,캐나다,High Level,하이레벨
Higuerote Airport,게이게로테 공항,HGE,SVHG,라틴아메리카,Venezuela,베네수엘라,Higuerote,이게로테
Hikueru Airport,히쿠에루 공항,HHZ,NTGH,아시아태평양,French Polynesia,프랑스령 폴리네시아,Hikueru,히쿠에루
Hilo International Airport,힐로 국제공항,ITO,PHTO,북아메리카,United States of America,미국,Hilo,힐로
Hilton Head Island Airport,힐튼 헤드 공항,HHH,KHXD,북아메리카,United States of America,미국,Hilton Head Island,힐턴헤드
Hindon Airport,힌돈 공항,HDO,VIDX,아시아태평양,India,인도,Hindon,힌돈
Hingurakgoda Minneriya Airport,힌구락고다 공항,HIM,VCCH,아시아태평양,Sri Lanka,스리랑카,Hingurakgoda,힌구락고다
Hiroshima Airport,히로시마 공항,HIJ,RJOA,아시아태평양,Japan,일본,Hiroshima,히로시마
Hisar Airport,히사르 공항,HSS,VIHR,아시아태평양,India,인도,Hisar,히사르
Ho Airport,호 공항,HZO,DGAH,아프리카,Ghana,가나,Ho,호
Ho Chi Minh City Tan Son Nhat Airport,탄손누트 국제공항,SGN,VVTS,아시아태평양,Vietnam,베트남,HoChiMinh,호찌민
Hoarafushi Airport,호아라푸시 공항,HRF,VRAH,아시아태평양,Maldives,몰디브,Hoarafushi,호아라푸시
Hobart Airport,호바트 국제공항,HBA,YMHB,아시아태평양,Australia,오스트레일리아,Hobart,호바트
Hodeida Airport,호데이다 국제공항,HOD,n/a,중동,Yemen,예멘,Hudaydah,호데이다
Hoedspruit Airport,공군 기지 호즈프룻,HDS,FAHS,아프리카,South Africa,남아프리카,Hoedspruit,호즈프룻
Hof Plauen Airport,호프 플라우엔 공항,HOQ,EDQM,유럽,Germany,독일,Hof,호프
Hohhot Baita International Airport,후허하오터 바이타 국제공항,HET,ZBHH,아시아태평양,China,중국,Hohhot,후허하오터
Hokitika Airport,호키티카 공항,HKK,NZHK,아시아태평양,New Zealand,뉴질랜드,Hokitika,호키티카
Holguin Frank Pais Airport,프랭크 파이스 공항,HOG,MUHG,카리브해,Cuba,쿠바,Holguin,올긴
Hollis Sea Plane Base,홀리스 수상비행장,HYL,n/a,북아메리카,United States of America,미국,Hollis,홀리스
Hollywood Burbank Airport,밥 호프 공항,BUR,KBUR,북아메리카,United States of America,미국,Burbank,버뱅크
Holy Cross Airport,홀리 크로스 공항,HCR,n/a,북아메리카,United States of America,미국,Holy Cross,홀리크로스
Homa Bay Airport,호마 베이 공항,n/a,HKHB,아프리카,Kenya,케냐,Homa Bay,호마베이
Homalin Airport,호말린 공항,HOX,n/a,아시아태평양,Myanmar,미얀마,Homalin,호말린
Homer Airport,호머 공항,HOM,PAHO,북아메리카,United States of America,미국,Homer,호머
Hong Kong International Airport,홍콩 국제공항,HKG,VHHH,아시아태평양,Hong Kong,홍콩,Hong Kong,홍콩
Hongyuan Airport,훙위안 공항,AHJ,ZUHY,아시아태평양,China,중국,Hongyuan,훙위안
Honiara Henderson International Airport,호니아라 국제공항,HIR,AGGH,아시아태평양,Solomon Islands,솔로몬 제도,Honiara,호니아라
Honningsvag Airport,발란 공항,HVG,ENHV,유럽,Norway,노르웨이,Honningsvag,호닝스보그
Honolulu Daniel K Inouye International Airport,호놀룰루 국제공항,HNL,PHNL,북아메리카,United States of America,미국,Honolulu,호놀룰루
Hoonah Airport,후나 공항,HNH,PAOH,북아메리카,United States of America,미국,Hoonah,후나
Hooper Bay Airport,후퍼 베이 공항,HPB,PAHP,북아메리카,United States of America,미국,Hooper Bay,후퍼베이
Hopedale Airport,호프데일 공항,YHO,CYHO,북아메리카,Canada,캐나다,Hopedale,호프데일
Horn Island Airport,혼 아일랜드 공항,HID,YHID,아시아태평양,Australia,오스트레일리아,Horn Island,혼아일랜드
Hornafjordur Airport,호르나피외르뒤르 공항,HFN,BIHN,유럽,Iceland,아이슬란드,Hornafjordur,호르나피외르뒤르
Horta Airport,호르타 공항,HOR,LPHR,유럽,Portugal,포르투갈,Horta,오르타
Hoskins Airport,호스킨스 공항,HKN,AYHK,아시아태평양,Papua New Guinea,파푸아뉴기니,Hoskins,호스킨스
Hot Springs Memorial Field,메모리얼필드 공항,HOT,KHOT,북아메리카,United States of America,미국,Hot Springs,핫스프링스
Hotan Kungang Airport,호탄 공항,HTN,ZWTN,아시아태평양,China,중국,Hotan,호탄
Houeisay Airport,반 후오이세이 공항,HOE,VLHS,아시아태평양,Laos,라오스,Ban Huoeisay,반후아이사이
Houmt Souk Djerba Zarsis Airport,제르바 자르지스 국제공항,DJE,DTTJ,아프리카,Tunisia,튀니지,Djerba,제르바
Houn Airport,훈 공항,HUQ,n/a,아프리카,Libya,리비아,Hun,훈
Houston Ellington Airport,엘링턴 필드,EFD,KEFD,북아메리카,United States of America,미국,Houston,휴스턴
Houston George Bush Intercontinental Airport,조지 부시 인터컨티넨털 공항,IAH,KIAH,북아메리카,United States of America,미국,Houston,휴스턴
Houston William P. Hobby Airport,윌리엄 P. 하비 공항,HOU,KHOU,북아메리카,United States of America,미국,Houston,휴스턴
Hovd Airport,불간 공항 Khovd,HBU,n/a,아시아태평양,Mongolia,몽골,Bulgan,불간
Howard Hamilton International Airport,프로비덴시알레스 국제공항,PLS,MBPV,카리브해,Turks and Caicos Islands,터크스케이커스 제도,Providenciales,프로비덴시알레스
